@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute mono_feature22 numeric
@attribute mono_feature33 numeric
@attribute bi_feature12 numeric
@attribute bi_feature327 numeric
@attribute bi_feature841 numeric
@attribute bi_feature1002 numeric
@attribute bi_feature1324 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0,0.087336,0,0,0,0.061404,0.013158,0,0.494888,0.513251,0.602601,1
0,0.052817,0,0,0,0.045788,0.002348,0,0.774343,0.811405,0.969976,2
0,0.023699,0,0,0,0.018131,0.001395,0,0.839898,0.882439,1.057918,2
0,0.161172,0,0,0,0.125,0,0,0.557257,0.574604,0.680698,0
0,0.088913,0,0,0,0.063736,0.018681,0,0.308116,0.314809,0.359019,2
0,0.281768,0.005525,0,0,0.244444,0,0,0.406028,0.406408,0.472591,0
0,0.060191,0,0,0,0.053071,0.005963,0,0.637304,0.666427,0.793253,0
0.008372,0.01907,0,0,0,0.013029,0.000931,0,0.778212,0.817635,0.979719,0
0,0.131086,0,0,0,0.105263,0,0,0.617467,0.640157,0.761033,0
0,0.069277,0,0,0,0.050251,0.013065,0,0.278858,0.284453,0.318805,0
0,0.306358,0,0,0,0.273256,0.005814,0,0.475253,0.480914,0.564010,0
0,0.049734,0,0,0,0.038222,0.009778,0,0.561204,0.584902,0.689550,0
0.001048,0.014144,0,0,0,0.010482,0.001048,0,0.772818,0.812354,0.970596,0
0,0.117216,0,0,0,0.084559,0,0,0.639693,0.664560,0.790514,0
0,0.109905,0,0,0,0.08288,0.013587,0,0.253726,0.255101,0.281072,0
0,0.106599,0,0,0,0.076531,0.020408,0,0.406848,0.418289,0.486528,0
0.007739,0.095443,0.00172,0,0,0.08864,0.008606,0,0.466934,0.485038,0.567840,0
0.031676,0.00842,0,0.000802,0,0.005616,0.000802,0,0.789477,0.830852,0.996042,1
0.064777,0.125506,0,0,0,0.101626,0,0,0.268228,0.276760,0.319277,0
0,0.100105,0,0,0,0.072785,0.022152,0,0.284031,0.289517,0.326341,0
0.038462,0,0,0,0,0,0,0,0.040037,0.054724,0.043627,0
0.01925,0,0,0,0,0,0,0,0.036473,0.050325,0.039127,0
0.076119,0,0,0,0,0,0,0,0.022456,0.030644,0.021180,0
0.04461,0,0,0,0,0,0,0,0.031274,0.041709,0.033089,0
0,0.116142,0,0,0,0.0867,0.017734,0,0.287504,0.290101,0.324644,0
0.071856,0.179641,0,0,0,0.138554,0.024096,0,0.095087,0.087760,0.081616,0
0,0.108475,0.00226,0,0,0.088235,0.007919,0,0.457946,0.471952,0.552112,0
0.000852,0.024702,0,0,0,0.021313,0.000853,0,0.825697,0.867977,1.040346,0
0.041237,0.158076,0.003436,0,0,0.134483,0,0,0.467517,0.482754,0.568916,0
0.005639,0.067669,0.00094,0,0,0.048918,0.01317,0,0.273717,0.284905,0.316497,1
0.019704,0.039409,0,0,0,0.019802,0.019802,0,0.192225,0.199841,0.223309,0
0.057818,0.066775,0.000814,0,0.000815,0.057865,0.01141,0,0.297386,0.310482,0.356358,1
0.022939,0.00372,0.00062,0,0,0.002481,0.004963,0,0.736708,0.776155,0.927916,0
0,0.195312,0,0,0,0.168627,0.003922,0,0.617497,0.638230,0.756938,0
0.031343,0.061692,0.000498,0,0,0.051767,0.007964,0,0.582477,0.609027,0.719766,0
0,0.137405,0,0,0,0.107692,0.030769,0,0.212220,0.208018,0.226591,0
0,0.073609,0.001197,0,0,0.061677,0.01018,0,0.578499,0.603425,0.713377,0
0.042401,0.015419,0.001652,0,0,0.010468,0.002204,0,0.672840,0.708267,0.846357,1
0,0.2375,0.004167,0,0,0.205021,0.004184,0,0.511172,0.522452,0.614801,0
0,0.130381,0,0,0,0.096059,0.023399,0,0.252621,0.252663,0.281505,0
0,0.083832,0,0,0,0.066265,0.006024,0,0.386912,0.395595,0.462953,0
0,0.147942,0,0,0,0.131403,0.012249,0,0.428441,0.439824,0.514238,0
0.011263,0.022526,0.001609,0,0,0.016908,0.002415,0,0.778248,0.817927,0.979500,0
0,0.17037,0,0,0,0.141264,0,0,0.598410,0.617984,0.733010,0
0,0.113662,0,0,0,0.08046,0.018391,0,0.294526,0.299276,0.334391,0
0,0.012766,0,0,0,0.008547,0.029915,0,0.453079,0.472130,0.550302,1
0.004594,0.096478,0.000766,0,0,0.08659,0.00613,0,0.574858,0.597517,0.707779,2
0.003025,0.010586,0.001512,0,0,0.00643,0.000378,0,0.824646,0.866762,1.038781,2
0.003145,0.04717,0,0,0,0.0347,0.003155,0,0.335070,0.354627,0.412827,0
0,0.080412,0,0,0,0.059856,0.01548,0,0.301097,0.312261,0.356792,2
0,0.149533,0,0,0,0.126761,0.004695,0,0.453565,0.465267,0.545031,0
0,0.092809,0.000836,0,0,0.076987,0.007531,0,0.485974,0.505124,0.594746,0
0.018027,0.021532,0.000501,0,0,0.016032,0.002505,0,0.735139,0.772514,0.923424,1
0,0.154122,0,0,0,0.122302,0,0,0.646629,0.670109,0.797342,0
0,0.091667,0,0,0,0.06317,0.010727,0.001192,0.231201,0.234149,0.256081,1
