@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute bi_feature10 numeric
@attribute bi_feature165 numeric
@attribute bi_feature735 numeric
@attribute bi_feature843 numeric
@attribute bi_feature1272 numeric
@attribute bi_feature1281 numeric
@attribute bi_feature1393 numeric
@attribute bi_feature1507 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0,0,0,0.003534,0.007067,0,0,0,0,0.237142,0.243350,0.267295,0
0,0,0,0,0,0,0,0,0,0.046276,0.062125,0.046192,0
0.010135,0,0,0,0,0,0,0,0,0.038364,0.051834,0.037987,0
0.042636,0,0.001942,0,0,0,0,0,0,0.020068,0.026256,0.017352,0
0,0,0,0,0,0,0,0,0,0.034175,0.045257,0.033614,0
0,0,0,0.006601,0.009901,0.006601,0.0033,0,0,0.225595,0.227932,0.252534,0
0.04,0,0,0,0.040816,0,0,0,0,0.062989,0.054832,0.045923,0
0,0,0,0.011364,0.011364,0.011364,0.011364,0,0,0.376882,0.395147,0.455884,0
0,0,0,0,0.002849,0,0,0,0,0.725416,0.786904,0.927351,0
0.011494,0,0,0.011628,0.011628,0.011628,0.023256,0,0,0.410386,0.430449,0.498432,0
0.003135,0,0.003145,0,0.003145,0.006289,0,0,0,0.229096,0.243305,0.267316,1
0,0,0,0,0,0,0,0,0,0.106297,0.110351,0.112099,0
0.016304,0,0,0.002725,0.00545,0.00545,0,0.002725,0,0.220537,0.236652,0.266847,1
0.008282,0,0,0,0,0,0.002075,0,0,0.633988,0.688240,0.808664,0
0,0,0,0,0.026667,0,0,0,0,0.520530,0.551479,0.645113,0
0.014925,0,0.001661,0,0.008306,0,0,0,0,0.500775,0.538697,0.627362,0
0,0,0,0,0.026316,0,0,0,0,0.153935,0.147980,0.153836,0
0,0,0,0.002,0.01,0.002,0,0,0,0.490573,0.526177,0.611973,0
0.023897,0,0,0.001842,0.001842,0.001842,0.001842,0,0,0.589403,0.638959,0.749662,1
0,0,0,0.014085,0.028169,0,0.014085,0,0,0.418074,0.436212,0.505365,0
0,0,0,0,0.012346,0,0,0,0,0.210897,0.208927,0.225521,0
0,0,0,0,0,0,0,0,0,0.322192,0.332092,0.376514,0
0,0,0,0,0.014925,0.007463,0,0,0,0.332112,0.350665,0.402793,0
0.005362,0,0,0,0.002688,0.005376,0,0,0,0.678581,0.733443,0.862425,0
0,0,0,0,0.0375,0.0125,0,0,0,0.504365,0.533467,0.622332,0
0,0,0,0,0.003846,0,0.007692,0,0,0.232559,0.235937,0.257556,0
0,0,0,0,0,0,0,0,0,0.374897,0.400347,0.457462,1
0.002558,0,0,0.002564,0.002564,0.002564,0.005128,0,0,0.473236,0.507883,0.594152,2
0.001261,0,0,0.002525,0.001263,0.002525,0.002525,0,0,0.731192,0.791961,0.932412,2
0,0,0,0,0,0,0,0,0,0.273479,0.298634,0.340361,0
0,0,0,0,0.010345,0,0,0,0,0.249923,0.264554,0.293581,2
0,0,0,0,0.015873,0,0,0,0,0.378506,0.396254,0.453008,0
0,0,0,0,0.008403,0,0.002801,0,0,0.402289,0.428127,0.494356,0
0.006678,0.001672,0,0.001672,0.001672,0.001672,0,0,0,0.629445,0.680473,0.799807,1
0,0,0,0,0.012195,0,0,0,0,0.552877,0.586609,0.685836,0
0,0,0,0,0.011952,0,0.003984,0,0,0.173525,0.173989,0.184254,1
